Bridge_ID,Location,Age (years),Material,Length (m),Width (m),Height (m),Traffic_Volume (vehicles/day),Weather_Conditions,Water_Flow_Rate (m³/s),Maintenance_History,Stress (MPa),Strain (%),Tensile_Strength (MPa),Rainfall (mm),Material_Composition,Bridge_Design,Construction_Quality,Temperature (°C),Humidity (%),Collapse_Status
7396,Region_1,42,Steel,1492.169217,38.28082808,76.56165617,7421.782178,Rainy,3697.869787,01-04-2030,73.95739574,7.395739574,791.6591659,369.7869787,"Steel 70%, Concrete 30%",Arch,Good,29.16591659,73.95739574,Standing
7397,Region_2,2,Concrete,1492.364236,38.28532853,76.57065707,7422.772277,Sunny,3698.369837,02-04-2030,73.96739674,7.396739674,791.7391739,369.8369837,"Concrete 80%, Wood 20%",Beam,Good,29.17391739,73.96739674,Standing
7398,Region_3,3,Wood,1492.559256,38.28982898,76.57965797,7423.762376,Snowy,3698.869887,03-04-2030,73.97739774,7.397739774,791.8191819,369.8869887,"Concrete 80%, Wood 20%",Truss,Good,29.18191819,73.97739774,Standing
7399,Region_4,22,Steel,1492.754275,38.29432943,76.58865887,7424.752475,Cloudy,3699.369937,04-04-2030,73.98739874,7.398739874,791.8991899,369.9369937,"Steel 70%, Concrete 30%",Arch,Good,29.18991899,73.98739874,Standing
7400,Region_5,8,Concrete,1492.949295,38.29882988,76.59765977,7425.742574,Windy,3699.869987,05-04-2030,73.99739974,7.399739974,791.9791979,369.9869987,"Concrete 80%, Wood 20%",Beam,Good,29.19791979,73.99739974,Standing
7401,Region_1,36,Wood,1493.144314,38.30333033,76.60666067,7426.732673,Rainy,3700.370037,06-04-2030,74.00740074,7.400740074,792.0592059,370.0370037,"Concrete 80%, Wood 20%",Truss,Good,29.20592059,74.00740074,Standing
7402,Region_2,14,Steel,1493.339334,38.30783078,76.61566157,7427.722772,Sunny,3700.870087,07-04-2030,74.01740174,7.401740174,792.1392139,370.0870087,"Steel 70%, Concrete 30%",Arch,Good,29.21392139,74.01740174,Standing
7403,Region_3,35,Concrete,1493.534353,38.31233123,76.62466247,7428.712871,Snowy,3701.370137,08-04-2030,74.02740274,7.402740274,792.2192219,370.1370137,"Concrete 80%, Wood 20%",Beam,Good,29.22192219,74.02740274,Standing
7404,Region_4,48,Wood,1493.729373,38.31683168,76.63366337,7429.70297,Cloudy,3701.870187,09-04-2030,74.03740374,7.403740374,792.2992299,370.1870187,"Concrete 80%, Wood 20%",Truss,Good,29.22992299,74.03740374,Standing
7405,Region_5,3,Steel,1493.924392,38.32133213,76.64266427,7430.693069,Windy,3702.370237,10-04-2030,74.04740474,7.404740474,792.3792379,370.2370237,"Steel 70%, Concrete 30%",Arch,Good,29.23792379,74.04740474,Standing
7406,Region_1,26,Concrete,1494.119412,38.32583258,76.65166517,7431.683168,Rainy,3702.870287,11-04-2030,74.05740574,7.405740574,792.4592459,370.2870287,"Concrete 80%, Wood 20%",Beam,Good,29.24592459,74.05740574,Standing
7407,Region_2,11,Wood,1494.314431,38.33033303,76.66066607,7432.673267,Sunny,3703.370337,12-04-2030,74.06740674,7.406740674,792.5392539,370.3370337,"Concrete 80%, Wood 20%",Truss,Good,29.25392539,74.06740674,Standing
7408,Region_3,32,Steel,1494.509451,38.33483348,76.66966697,7433.663366,Snowy,3703.870387,13-04-2030,74.07740774,7.407740774,792.6192619,370.3870387,"Steel 70%, Concrete 30%",Arch,Good,29.26192619,74.07740774,Standing
7409,Region_4,4,Concrete,1494.70447,38.33933393,76.67866787,7434.653465,Cloudy,3704.370437,14-04-2030,74.08740874,7.408740874,792.6992699,370.4370437,"Concrete 80%, Wood 20%",Beam,Good,29.26992699,74.08740874,Standing
7410,Region_5,31,Wood,1494.89949,38.34383438,76.68766877,7435.643564,Windy,3704.870487,15-04-2030,74.09740974,7.409740974,792.7792779,370.4870487,"Concrete 80%, Wood 20%",Truss,Good,29.27792779,74.09740974,Standing
7411,Region_1,42,Steel,1495.094509,38.34833483,76.69666967,7436.633663,Rainy,3705.370537,16-04-2030,74.10741074,7.410741074,792.8592859,370.5370537,"Steel 70%, Concrete 30%",Arch,Good,29.28592859,74.10741074,Standing
7412,Region_2,9,Concrete,1495.289529,38.35283528,76.70567057,7437.623762,Sunny,3705.870587,17-04-2030,74.11741174,7.411741174,792.9392939,370.5870587,"Concrete 80%, Wood 20%",Beam,Good,29.29392939,74.11741174,Standing
7413,Region_3,20,Wood,1495.484548,38.35733573,76.71467147,7438.613861,Snowy,3706.370637,18-04-2030,74.12741274,7.412741274,793.0193019,370.6370637,"Concrete 80%, Wood 20%",Truss,Good,29.30193019,74.12741274,Standing
7414,Region_4,49,Steel,1495.679568,38.36183618,76.72367237,7439.60396,Cloudy,3706.870687,19-04-2030,74.13741374,7.413741374,793.0993099,370.6870687,"Steel 70%, Concrete 30%",Arch,Good,29.30993099,74.13741374,Standing
7415,Region_5,32,Concrete,1495.874587,38.36633663,76.73267327,7440.594059,Windy,3707.370737,20-04-2030,74.14741474,7.414741474,793.1793179,370.7370737,"Concrete 80%, Wood 20%",Beam,Good,29.31793179,74.14741474,Standing
7416,Region_1,40,Wood,1496.069607,38.37083708,76.74167417,7441.584158,Rainy,3707.870787,21-04-2030,74.15741574,7.415741574,793.2593259,370.7870787,"Concrete 80%, Wood 20%",Truss,Good,29.32593259,74.15741574,Standing
7417,Region_2,0,Steel,1496.264626,38.37533753,76.75067507,7442.574257,Sunny,3708.370837,22-04-2030,74.16741674,7.416741674,793.3393339,370.8370837,"Steel 70%, Concrete 30%",Arch,Good,29.33393339,74.16741674,Standing
7418,Region_3,7,Concrete,1496.459646,38.37983798,76.75967597,7443.564356,Snowy,3708.870887,23-04-2030,74.17741774,7.417741774,793.4193419,370.8870887,"Concrete 80%, Wood 20%",Beam,Good,29.34193419,74.17741774,Standing
7419,Region_4,35,Wood,1496.654665,38.38433843,76.76867687,7444.554455,Cloudy,3709.370937,24-04-2030,74.18741874,7.418741874,793.4993499,370.9370937,"Concrete 80%, Wood 20%",Truss,Good,29.34993499,74.18741874,Standing
7420,Region_5,44,Steel,1496.849685,38.38883888,76.77767777,7445.544554,Windy,3709.870987,25-04-2030,74.19741974,7.419741974,793.5793579,370.9870987,"Steel 70%, Concrete 30%",Arch,Good,29.35793579,74.19741974,Standing
7421,Region_1,35,Concrete,1497.044704,38.39333933,76.78667867,7446.534653,Rainy,3710.371037,26-04-2030,74.20742074,7.420742074,793.6593659,371.0371037,"Concrete 80%, Wood 20%",Beam,Good,29.36593659,74.20742074,Standing
7422,Region_2,16,Wood,1497.239724,38.39783978,76.79567957,7447.524752,Sunny,3710.871087,27-04-2030,74.21742174,7.421742174,793.7393739,371.0871087,"Concrete 80%, Wood 20%",Truss,Good,29.37393739,74.21742174,Standing
7423,Region_3,24,Steel,1497.434743,38.40234023,76.80468047,7448.514851,Snowy,3711.371137,28-04-2030,74.22742274,7.422742274,793.8193819,371.1371137,"Steel 70%, Concrete 30%",Arch,Good,29.38193819,74.22742274,Standing
7424,Region_4,23,Concrete,1497.629763,38.40684068,76.81368137,7449.50495,Cloudy,3711.871187,29-04-2030,74.23742374,7.423742374,793.8993899,371.1871187,"Concrete 80%, Wood 20%",Beam,Good,29.38993899,74.23742374,Standing
7425,Region_5,5,Wood,1497.824782,38.41134113,76.82268227,7450.49505,Windy,3712.371237,30-04-2030,74.24742474,7.424742474,793.9793979,371.2371237,"Concrete 80%, Wood 20%",Truss,Good,29.39793979,74.24742474,Standing
7426,Region_1,39,Steel,1498.019802,38.41584158,76.83168317,7451.485149,Rainy,3712.871287,01-05-2030,74.25742574,7.425742574,794.0594059,371.2871287,"Steel 70%, Concrete 30%",Arch,Good,29.40594059,74.25742574,Standing
7427,Region_2,35,Concrete,1498.214821,38.42034203,76.84068407,7452.475248,Sunny,3713.371337,02-05-2030,74.26742674,7.426742674,794.1394139,371.3371337,"Concrete 80%, Wood 20%",Beam,Good,29.41394139,74.26742674,Standing
7428,Region_3,15,Wood,1498.409841,38.42484248,76.84968497,7453.465347,Snowy,3713.871387,03-05-2030,74.27742774,7.427742774,794.2194219,371.3871387,"Concrete 80%, Wood 20%",Truss,Good,29.42194219,74.27742774,Standing
7429,Region_4,34,Steel,1498.60486,38.42934293,76.85868587,7454.455446,Cloudy,3714.371437,04-05-2030,74.28742874,7.428742874,794.2994299,371.4371437,"Steel 70%, Concrete 30%",Arch,Good,29.42994299,74.28742874,Standing
7430,Region_5,47,Concrete,1498.79988,38.43384338,76.86768677,7455.445545,Windy,3714.871487,05-05-2030,74.29742974,7.429742974,794.3794379,371.4871487,"Concrete 80%, Wood 20%",Beam,Good,29.43794379,74.29742974,Standing
7431,Region_1,47,Wood,1498.994899,38.43834383,76.87668767,7456.435644,Rainy,3715.371537,06-05-2030,74.30743074,7.430743074,794.4594459,371.5371537,"Concrete 80%, Wood 20%",Truss,Good,29.44594459,74.30743074,Standing
7432,Region_2,6,Steel,1499.189919,38.44284428,76.88568857,7457.425743,Sunny,3715.871587,07-05-2030,74.31743174,7.431743174,794.5394539,371.5871587,"Steel 70%, Concrete 30%",Arch,Good,29.45394539,74.31743174,Standing
7433,Region_3,1,Concrete,1499.384938,38.44734473,76.89468947,7458.415842,Snowy,3716.371637,08-05-2030,74.32743274,7.432743274,794.6194619,371.6371637,"Concrete 80%, Wood 20%",Beam,Good,29.46194619,74.32743274,Standing
7434,Region_4,46,Wood,1499.579958,38.45184518,76.90369037,7459.405941,Cloudy,3716.871687,09-05-2030,74.33743374,7.433743374,794.6994699,371.6871687,"Concrete 80%, Wood 20%",Truss,Good,29.46994699,74.33743374,Standing
7435,Region_5,43,Steel,1499.774977,38.45634563,76.91269127,7460.39604,Windy,3717.371737,10-05-2030,74.34743474,7.434743474,794.7794779,371.7371737,"Steel 70%, Concrete 30%",Arch,Good,29.47794779,74.34743474,Standing
7436,Region_1,30,Concrete,1499.969997,38.46084608,76.92169217,7461.386139,Rainy,3717.871787,11-05-2030,74.35743574,7.435743574,794.8594859,371.7871787,"Concrete 80%, Wood 20%",Beam,Good,29.48594859,74.35743574,Standing
7437,Region_2,25,Wood,1500.165017,38.46534653,76.93069307,7462.376238,Sunny,3718.371837,12-05-2030,74.36743674,7.436743674,794.9394939,371.8371837,"Concrete 80%, Wood 20%",Truss,Good,29.49394939,74.36743674,Standing
7438,Region_3,46,Steel,1500.360036,38.46984698,76.93969397,7463.366337,Snowy,3718.871887,13-05-2030,74.37743774,7.437743774,795.019502,371.8871887,"Steel 70%, Concrete 30%",Arch,Good,29.5019502,74.37743774,Standing
7439,Region_4,42,Concrete,1500.555056,38.47434743,76.94869487,7464.356436,Cloudy,3719.371937,14-05-2030,74.38743874,7.438743874,795.09951,371.9371937,"Concrete 80%, Wood 20%",Beam,Good,29.509951,74.38743874,Standing
7440,Region_5,29,Wood,1500.750075,38.47884788,76.95769577,7465.346535,Windy,3719.871987,15-05-2030,74.39743974,7.439743974,795.179518,371.9871987,"Concrete 80%, Wood 20%",Truss,Good,29.5179518,74.39743974,Standing
7441,Region_1,13,Steel,1500.945095,38.48334833,76.96669667,7466.336634,Rainy,3720.372037,16-05-2030,74.40744074,7.440744074,795.259526,372.0372037,"Steel 70%, Concrete 30%",Arch,Good,29.5259526,74.40744074,Standing
7442,Region_2,5,Concrete,1501.140114,38.48784878,76.97569757,7467.326733,Sunny,3720.872087,17-05-2030,74.41744174,7.441744174,795.339534,372.0872087,"Concrete 80%, Wood 20%",Beam,Good,29.5339534,74.41744174,Standing
7443,Region_3,20,Wood,1501.335134,38.49234923,76.98469847,7468.316832,Snowy,3721.372137,18-05-2030,74.42744274,7.442744274,795.419542,372.1372137,"Concrete 80%, Wood 20%",Truss,Good,29.5419542,74.42744274,Standing
7444,Region_4,48,Steel,1501.530153,38.49684968,76.99369937,7469.306931,Cloudy,3721.872187,19-05-2030,74.43744374,7.443744374,795.49955,372.1872187,"Steel 70%, Concrete 30%",Arch,Good,29.549955,74.43744374,Standing
7445,Region_5,30,Concrete,1501.725173,38.50135014,77.00270027,7470.29703,Windy,3722.372237,20-05-2030,74.44744474,7.444744474,795.579558,372.2372237,"Concrete 80%, Wood 20%",Beam,Good,29.5579558,74.44744474,Standing
7446,Region_1,26,Wood,1501.920192,38.50585059,77.01170117,7471.287129,Rainy,3722.872287,21-05-2030,74.45744574,7.445744574,795.659566,372.2872287,"Concrete 80%, Wood 20%",Truss,Good,29.5659566,74.45744574,Standing
7447,Region_2,10,Steel,1502.115212,38.51035104,77.02070207,7472.277228,Sunny,3723.372337,22-05-2030,74.46744674,7.446744674,795.739574,372.3372337,"Steel 70%, Concrete 30%",Arch,Good,29.5739574,74.46744674,Standing
7448,Region_3,30,Concrete,1502.310231,38.51485149,77.02970297,7473.267327,Snowy,3723.872387,23-05-2030,74.47744774,7.447744774,795.819582,372.3872387,"Concrete 80%, Wood 20%",Beam,Good,29.5819582,74.47744774,Standing
7449,Region_4,15,Wood,1502.505251,38.51935194,77.03870387,7474.257426,Cloudy,3724.372437,24-05-2030,74.48744874,7.448744874,795.89959,372.4372437,"Concrete 80%, Wood 20%",Truss,Good,29.589959,74.48744874,Standing
7450,Region_5,12,Steel,1502.70027,38.52385239,77.04770477,7475.247525,Windy,3724.872487,25-05-2030,74.49744974,7.449744974,795.979598,372.4872487,"Steel 70%, Concrete 30%",Arch,Good,29.5979598,74.49744974,Standing
7451,Region_1,24,Concrete,1502.89529,38.52835284,77.05670567,7476.237624,Rainy,3725.372537,26-05-2030,74.50745075,7.450745075,796.059606,372.5372537,"Concrete 80%, Wood 20%",Beam,Good,29.6059606,74.50745075,Standing
7452,Region_2,5,Wood,1503.090309,38.53285329,77.06570657,7477.227723,Sunny,3725.872587,27-05-2030,74.51745175,7.451745175,796.139614,372.5872587,"Concrete 80%, Wood 20%",Truss,Good,29.6139614,74.51745175,Standing
7453,Region_3,49,Steel,1503.285329,38.53735374,77.07470747,7478.217822,Snowy,3726.372637,28-05-2030,74.52745275,7.452745275,796.219622,372.6372637,"Steel 70%, Concrete 30%",Arch,Good,29.6219622,74.52745275,Standing
7454,Region_4,11,Concrete,1503.480348,38.54185419,77.08370837,7479.207921,Cloudy,3726.872687,29-05-2030,74.53745375,7.453745375,796.29963,372.6872687,"Concrete 80%, Wood 20%",Beam,Good,29.629963,74.53745375,Standing
7455,Region_5,6,Wood,1503.675368,38.54635464,77.09270927,7480.19802,Windy,3727.372737,30-05-2030,74.54745475,7.454745475,796.379638,372.7372737,"Concrete 80%, Wood 20%",Truss,Good,29.6379638,74.54745475,Standing
7456,Region_1,10,Steel,1503.870387,38.55085509,77.10171017,7481.188119,Rainy,3727.872787,31-05-2030,74.55745575,7.455745575,796.459646,372.7872787,"Steel 70%, Concrete 30%",Arch,Good,29.6459646,74.55745575,Standing
7457,Region_2,15,Concrete,1504.065407,38.55535554,77.11071107,7482.178218,Sunny,3728.372837,01-06-2030,74.56745675,7.456745675,796.539654,372.8372837,"Concrete 80%, Wood 20%",Beam,Good,29.6539654,74.56745675,Standing
7458,Region_3,8,Wood,1504.260426,38.55985599,77.11971197,7483.168317,Snowy,3728.872887,02-06-2030,74.57745775,7.457745775,796.619662,372.8872887,"Concrete 80%, Wood 20%",Truss,Good,29.6619662,74.57745775,Standing
7459,Region_4,32,Steel,1504.455446,38.56435644,77.12871287,7484.158416,Cloudy,3729.372937,03-06-2030,74.58745875,7.458745875,796.69967,372.9372937,"Steel 70%, Concrete 30%",Arch,Good,29.669967,74.58745875,Standing
7460,Region_5,8,Concrete,1504.650465,38.56885689,77.13771377,7485.148515,Windy,3729.872987,04-06-2030,74.59745975,7.459745975,796.779678,372.9872987,"Concrete 80%, Wood 20%",Beam,Good,29.6779678,74.59745975,Standing
7461,Region_1,34,Wood,1504.845485,38.57335734,77.14671467,7486.138614,Rainy,3730.373037,05-06-2030,74.60746075,7.460746075,796.859686,373.0373037,"Concrete 80%, Wood 20%",Truss,Good,29.6859686,74.60746075,Standing
7462,Region_2,2,Steel,1505.040504,38.57785779,77.15571557,7487.128713,Sunny,3730.873087,06-06-2030,74.61746175,7.461746175,796.939694,373.0873087,"Steel 70%, Concrete 30%",Arch,Good,29.6939694,74.61746175,Standing
7463,Region_3,35,Concrete,1505.235524,38.58235824,77.16471647,7488.118812,Snowy,3731.373137,07-06-2030,74.62746275,7.462746275,797.019702,373.1373137,"Concrete 80%, Wood 20%",Beam,Good,29.7019702,74.62746275,Standing
7464,Region_4,34,Wood,1505.430543,38.58685869,77.17371737,7489.108911,Cloudy,3731.873187,08-06-2030,74.63746375,7.463746375,797.09971,373.1873187,"Concrete 80%, Wood 20%",Truss,Good,29.709971,74.63746375,Standing
7465,Region_5,32,Steel,1505.625563,38.59135914,77.18271827,7490.09901,Windy,3732.373237,09-06-2030,74.64746475,7.464746475,797.179718,373.2373237,"Steel 70%, Concrete 30%",Arch,Good,29.7179718,74.64746475,Standing
7466,Region_1,8,Concrete,1505.820582,38.59585959,77.19171917,7491.089109,Rainy,3732.873287,10-06-2030,74.65746575,7.465746575,797.259726,373.2873287,"Concrete 80%, Wood 20%",Beam,Good,29.7259726,74.65746575,Standing
7467,Region_2,17,Wood,1506.015602,38.60036004,77.20072007,7492.079208,Sunny,3733.373337,11-06-2030,74.66746675,7.466746675,797.339734,373.3373337,"Concrete 80%, Wood 20%",Truss,Good,29.7339734,74.66746675,Standing
7468,Region_3,43,Steel,1506.210621,38.60486049,77.20972097,7493.069307,Snowy,3733.873387,12-06-2030,74.67746775,7.467746775,797.419742,373.3873387,"Steel 70%, Concrete 30%",Arch,Good,29.7419742,74.67746775,Standing
7469,Region_4,49,Concrete,1506.405641,38.60936094,77.21872187,7494.059406,Cloudy,3734.373437,13-06-2030,74.68746875,7.468746875,797.49975,373.4373437,"Concrete 80%, Wood 20%",Beam,Good,29.749975,74.68746875,Standing
7470,Region_5,20,Wood,1506.60066,38.61386139,77.22772277,7495.049505,Windy,3734.873487,14-06-2030,74.69746975,7.469746975,797.579758,373.4873487,"Concrete 80%, Wood 20%",Truss,Good,29.7579758,74.69746975,Standing
7471,Region_1,4,Steel,1506.79568,38.61836184,77.23672367,7496.039604,Rainy,3735.373537,15-06-2030,74.70747075,7.470747075,797.659766,373.5373537,"Steel 70%, Concrete 30%",Arch,Good,29.7659766,74.70747075,Standing
7472,Region_2,26,Concrete,1506.990699,38.62286229,77.24572457,7497.029703,Sunny,3735.873587,16-06-2030,74.71747175,7.471747175,797.739774,373.5873587,"Concrete 80%, Wood 20%",Beam,Good,29.7739774,74.71747175,Standing
7473,Region_3,9,Wood,1507.185719,38.62736274,77.25472547,7498.019802,Snowy,3736.373637,17-06-2030,74.72747275,7.472747275,797.819782,373.6373637,"Concrete 80%, Wood 20%",Truss,Good,29.7819782,74.72747275,Standing
7474,Region_4,41,Steel,1507.380738,38.63186319,77.26372637,7499.009901,Cloudy,3736.873687,18-06-2030,74.73747375,7.473747375,797.89979,373.6873687,"Steel 70%, Concrete 30%",Arch,Good,29.789979,74.73747375,Standing
7475,Region_5,39,Concrete,1507.575758,38.63636364,77.27272727,7500,Windy,3737.373737,19-06-2030,74.74747475,7.474747475,797.979798,373.7373737,"Concrete 80%, Wood 20%",Beam,Good,29.7979798,74.74747475,Standing
7476,Region_1,45,Wood,1507.770777,38.64086409,77.28172817,7500.990099,Rainy,3737.873787,20-06-2030,74.75747575,7.475747575,798.059806,373.7873787,"Concrete 80%, Wood 20%",Truss,Good,29.8059806,74.75747575,Standing
7477,Region_2,11,Steel,1507.965797,38.64536454,77.29072907,7501.980198,Sunny,3738.373837,21-06-2030,74.76747675,7.476747675,798.139814,373.8373837,"Steel 70%, Concrete 30%",Arch,Good,29.8139814,74.76747675,Standing
7478,Region_3,26,Concrete,1508.160816,38.64986499,77.29972997,7502.970297,Snowy,3738.873887,22-06-2030,74.77747775,7.477747775,798.219822,373.8873887,"Concrete 80%, Wood 20%",Beam,Good,29.8219822,74.77747775,Standing
7479,Region_4,33,Wood,1508.355836,38.65436544,77.30873087,7503.960396,Cloudy,3739.373937,23-06-2030,74.78747875,7.478747875,798.29983,373.9373937,"Concrete 80%, Wood 20%",Truss,Good,29.829983,74.78747875,Standing
7480,Region_5,2,Steel,1508.550855,38.65886589,77.31773177,7504.950495,Windy,3739.873987,24-06-2030,74.79747975,7.479747975,798.379838,373.9873987,"Steel 70%, Concrete 30%",Arch,Good,29.8379838,74.79747975,Standing
7481,Region_1,19,Concrete,1508.745875,38.66336634,77.32673267,7505.940594,Rainy,3740.374037,25-06-2030,74.80748075,7.480748075,798.459846,374.0374037,"Concrete 80%, Wood 20%",Beam,Good,29.8459846,74.80748075,Standing
7482,Region_2,2,Wood,1508.940894,38.66786679,77.33573357,7506.930693,Sunny,3740.874087,26-06-2030,74.81748175,7.481748175,798.539854,374.0874087,"Concrete 80%, Wood 20%",Truss,Good,29.8539854,74.81748175,Standing
7483,Region_3,14,Steel,1509.135914,38.67236724,77.34473447,7507.920792,Snowy,3741.374137,27-06-2030,74.82748275,7.482748275,798.619862,374.1374137,"Steel 70%, Concrete 30%",Arch,Good,29.8619862,74.82748275,Standing
7484,Region_4,2,Concrete,1509.330933,38.67686769,77.35373537,7508.910891,Cloudy,3741.874187,28-06-2030,74.83748375,7.483748375,798.69987,374.1874187,"Concrete 80%, Wood 20%",Beam,Good,29.869987,74.83748375,Standing
7485,Region_5,5,Wood,1509.525953,38.68136814,77.36273627,7509.90099,Windy,3742.374237,29-06-2030,74.84748475,7.484748475,798.779878,374.2374237,"Concrete 80%, Wood 20%",Truss,Good,29.8779878,74.84748475,Standing
7486,Region_1,26,Steel,1509.720972,38.68586859,77.37173717,7510.891089,Rainy,3742.874287,30-06-2030,74.85748575,7.485748575,798.859886,374.2874287,"Steel 70%, Concrete 30%",Arch,Good,29.8859886,74.85748575,Standing
7487,Region_2,25,Concrete,1509.915992,38.69036904,77.38073807,7511.881188,Sunny,3743.374337,01-07-2030,74.86748675,7.486748675,798.939894,374.3374337,"Concrete 80%, Wood 20%",Beam,Good,29.8939894,74.86748675,Standing
7488,Region_3,36,Wood,1510.111011,38.69486949,77.38973897,7512.871287,Snowy,3743.874387,02-07-2030,74.87748775,7.487748775,799.019902,374.3874387,"Concrete 80%, Wood 20%",Truss,Good,29.9019902,74.87748775,Standing
7489,Region_4,3,Steel,1510.306031,38.69936994,77.39873987,7513.861386,Cloudy,3744.374437,03-07-2030,74.88748875,7.488748875,799.09991,374.4374437,"Steel 70%, Concrete 30%",Arch,Good,29.909991,74.88748875,Standing
7490,Region_5,6,Concrete,1510.50105,38.70387039,77.40774077,7514.851485,Windy,3744.874487,04-07-2030,74.89748975,7.489748975,799.179918,374.4874487,"Concrete 80%, Wood 20%",Beam,Good,29.9179918,74.89748975,Standing
7491,Region_1,9,Wood,1510.69607,38.70837084,77.41674167,7515.841584,Rainy,3745.374537,05-07-2030,74.90749075,7.490749075,799.259926,374.5374537,"Concrete 80%, Wood 20%",Truss,Good,29.9259926,74.90749075,Standing
7492,Region_2,30,Steel,1510.891089,38.71287129,77.42574257,7516.831683,Sunny,3745.874587,06-07-2030,74.91749175,7.491749175,799.339934,374.5874587,"Steel 70%, Concrete 30%",Arch,Good,29.9339934,74.91749175,Standing
7493,Region_3,13,Concrete,1511.086109,38.71737174,77.43474347,7517.821782,Snowy,3746.374637,07-07-2030,74.92749275,7.492749275,799.419942,374.6374637,"Concrete 80%, Wood 20%",Beam,Good,29.9419942,74.92749275,Standing
7494,Region_4,14,Wood,1511.281128,38.72187219,77.44374437,7518.811881,Cloudy,3746.874687,08-07-2030,74.93749375,7.493749375,799.49995,374.6874687,"Concrete 80%, Wood 20%",Truss,Good,29.949995,74.93749375,Standing
7495,Region_5,43,Steel,1511.476148,38.72637264,77.45274527,7519.80198,Windy,3747.374737,09-07-2030,74.94749475,7.494749475,799.579958,374.7374737,"Steel 70%, Concrete 30%",Arch,Good,29.9579958,74.94749475,Standing
7496,Region_1,0,Concrete,1511.671167,38.73087309,77.46174617,7520.792079,Rainy,3747.874787,10-07-2030,74.95749575,7.495749575,799.659966,374.7874787,"Concrete 80%, Wood 20%",Beam,Good,29.9659966,74.95749575,Standing
7497,Region_2,1,Wood,1511.866187,38.73537354,77.47074707,7521.782178,Sunny,3748.374837,11-07-2030,74.96749675,7.496749675,799.739974,374.8374837,"Concrete 80%, Wood 20%",Truss,Good,29.9739974,74.96749675,Standing
7498,Region_3,2,Steel,1512.061206,38.73987399,77.47974797,7522.772277,Snowy,3748.874887,12-07-2030,74.97749775,7.497749775,799.819982,374.8874887,"Steel 70%, Concrete 30%",Arch,Good,29.9819982,74.97749775,Standing
7499,Region_4,24,Concrete,1512.256226,38.74437444,77.48874887,7523.762376,Cloudy,3749.374937,13-07-2030,74.98749875,7.498749875,799.89999,374.9374937,"Concrete 80%, Wood 20%",Beam,Good,29.989999,74.98749875,Standing
7500,Region_5,47,Wood,1512.451245,38.74887489,77.49774977,7524.752475,Windy,3749.874987,14-07-2030,74.99749975,7.499749975,799.979998,374.9874987,"Concrete 80%, Wood 20%",Truss,Good,29.9979998,74.99749975,Standing
7501,Region_1,2,Steel,1512.646265,38.75337534,77.50675068,7525.742574,Rainy,3750.375038,15-07-2030,75.00750075,7.500750075,800.060006,375.0375038,"Steel 70%, Concrete 30%",Arch,Good,30.0060006,75.00750075,Standing
7502,Region_2,18,Concrete,1512.841284,38.75787579,77.51575158,7526.732673,Sunny,3750.875088,16-07-2030,75.01750175,7.501750175,800.140014,375.0875088,"Concrete 80%, Wood 20%",Beam,Good,30.0140014,75.01750175,Standing
7503,Region_3,0,Wood,1513.036304,38.76237624,77.52475248,7527.722772,Snowy,3751.375138,17-07-2030,75.02750275,7.502750275,800.220022,375.1375138,"Concrete 80%, Wood 20%",Truss,Good,30.0220022,75.02750275,Standing
7504,Region_4,38,Steel,1513.231323,38.76687669,77.53375338,7528.712871,Cloudy,3751.875188,18-07-2030,75.03750375,7.503750375,800.30003,375.1875188,"Steel 70%, Concrete 30%",Arch,Good,30.030003,75.03750375,Standing
7505,Region_5,32,Concrete,1513.426343,38.77137714,77.54275428,7529.70297,Windy,3752.375238,19-07-2030,75.04750475,7.504750475,800.380038,375.2375238,"Concrete 80%, Wood 20%",Beam,Good,30.0380038,75.04750475,Standing
7506,Region_1,30,Wood,1513.621362,38.77587759,77.55175518,7530.693069,Rainy,3752.875288,20-07-2030,75.05750575,7.505750575,800.460046,375.2875288,"Concrete 80%, Wood 20%",Truss,Good,30.0460046,75.05750575,Standing
7507,Region_2,18,Steel,1513.816382,38.78037804,77.56075608,7531.683168,Sunny,3753.375338,21-07-2030,75.06750675,7.506750675,800.540054,375.3375338,"Steel 70%, Concrete 30%",Arch,Good,30.0540054,75.06750675,Standing
7508,Region_3,22,Concrete,1514.011401,38.78487849,77.56975698,7532.673267,Snowy,3753.875388,22-07-2030,75.07750775,7.507750775,800.620062,375.3875388,"Concrete 80%, Wood 20%",Beam,Good,30.0620062,75.07750775,Standing
7509,Region_4,13,Wood,1514.206421,38.78937894,77.57875788,7533.663366,Cloudy,3754.375438,23-07-2030,75.08750875,7.508750875,800.70007,375.4375438,"Concrete 80%, Wood 20%",Truss,Good,30.070007,75.08750875,Standing
7510,Region_5,18,Steel,1514.40144,38.79387939,77.58775878,7534.653465,Windy,3754.875488,24-07-2030,75.09750975,7.509750975,800.780078,375.4875488,"Steel 70%, Concrete 30%",Arch,Good,30.0780078,75.09750975,Standing
7511,Region_1,49,Concrete,1514.59646,38.79837984,77.59675968,7535.643564,Rainy,3755.375538,25-07-2030,75.10751075,7.510751075,800.860086,375.5375538,"Concrete 80%, Wood 20%",Beam,Good,30.0860086,75.10751075,Standing
